sample_name	treatment	tissue	plate	date
Chrom_50_1_h_H3 3mM head 50_1_h 8_4_22
Chrom_50_1_h_H4 3mM head 50_1_h 8_4_22
Chrom_50_1_h_H5 3mM head 50_1_h 8_4_22
Chrom_50_1_h_H6 3mM head 50_1_h 8_4_22
Chrom_50_1_h_H7 3mM head 50_1_h 8_4_22
Chrom_50_1_h_H8 3mM head 50_1_h 8_4_22
Chrom_50_1_h_H9 3mM head 50_1_h 8_4_22
Chrom_50_2_h_A1 3mM head 50_2_h 8_4_22
Chrom_50_2_h_A10 3mM head 50_2_h 8_4_22
Chrom_50_2_h_A11 3mM head 50_2_h 8_4_22
Chrom_50_2_h_A12 3mM head 50_2_h 8_4_22
Chrom_50_2_h_A2 3mM head 50_2_h 8_4_22
Chrom_50_2_h_A3 3mM head 50_2_h 8_4_22
Chrom_50_2_h_A4 3mM head 50_2_h 8_4_22
Chrom_50_2_h_A5 3mM head 50_2_h 8_4_22
Chrom_50_2_h_A6 3mM head 50_2_h 8_4_22
Chrom_50_2_h_A7 3mM head 50_2_h 8_4_22
Chrom_50_2_h_A8 3mM head 50_2_h 8_4_22
Chrom_50_2_h_A9 3mM head 50_2_h 8_4_22
Chrom_50_2_h_B1 3mM head 50_2_h 8_4_22
Chrom_50_2_h_B10 3mM head 50_2_h 8_4_22
Chrom_50_2_h_B11 3mM head 50_2_h 8_4_22
Chrom_50_2_h_B12 3mM head 50_2_h 8_4_22
Chrom_50_2_h_B2 3mM head 50_2_h 8_4_22
Chrom_50_2_h_B3 3mM head 50_2_h 8_4_22
Chrom_50_2_h_B4 3mM head 50_2_h 8_4_22
Chrom_50_2_h_B5 3mM head 50_2_h 8_4_22
Chrom_50_2_h_B6 3mM head 50_2_h 8_4_22
Chrom_50_2_h_B7 3mM head 50_2_h 8_4_22
Chrom_50_2_h_B8 3mM head 50_2_h 8_4_22
Chrom_50_2_h_B9 3mM head 50_2_h 8_4_22
Chrom_50_2_h_C1 3mM head 50_2_h 8_4_22
Chrom_50_2_h_C10 3mM head 50_2_h 8_4_22
Chrom_50_2_h_C11 3mM head 50_2_h 8_4_22
Chrom_50_2_h_C12 3mM head 50_2_h 8_4_22
Chrom_50_2_h_C2 3mM head 50_2_h 8_4_22
Chrom_50_2_h_C3 3mM head 50_2_h 8_4_22
Chrom_50_2_h_C4 3mM head 50_2_h 8_4_22
Chrom_50_2_h_C5 3mM head 50_2_h 8_4_22
Chrom_50_2_h_C6 3mM head 50_2_h 8_4_22
Chrom_50_2_h_C7 3mM head 50_2_h 8_4_22
Chrom_50_2_h_C8 3mM head 50_2_h 8_4_22
Chrom_50_2_h_C9 3mM head 50_2_h 8_4_22
Chrom_50_2_h_D1 3mM head 50_2_h 8_4_22
Chrom_50_2_h_D10 3mM head 50_2_h 8_4_22
Chrom_50_2_h_D11 3mM head 50_2_h 8_4_22
Chrom_50_2_h_D12 3mM head 50_2_h 8_4_22
Chrom_50_2_h_D2 3mM head 50_2_h 8_4_22
Chrom_50_2_h_D3 3mM head 50_2_h 8_4_22
Chrom_50_2_h_D4 3mM head 50_2_h 8_4_22
Chrom_50_2_h_D5 3mM head 50_2_h 8_4_22
Chrom_50_2_h_D6 3mM head 50_2_h 8_4_22
Chrom_50_2_h_D7 3mM head 50_2_h 8_4_22
Chrom_50_2_h_D8 3mM head 50_2_h 8_4_22
Chrom_50_2_h_D9 3mM head 50_2_h 8_4_22
Chrom_50_2_h_E1 3mM head 50_2_h 8_4_22
Chrom_50_2_h_E10 3mM head 50_2_h 8_4_22
Chrom_50_2_h_E11 3mM head 50_2_h 8_4_22
Chrom_50_2_h_E12 3mM head 50_2_h 8_4_22
Chrom_50_2_h_E2 3mM head 50_2_h 8_4_22
Chrom_50_2_h_E3 3mM head 50_2_h 8_4_22
Chrom_50_2_h_E4 3mM head 50_2_h 8_4_22
Chrom_50_2_h_E5 3mM head 50_2_h 8_4_22
Chrom_50_2_h_E6 3mM head 50_2_h 8_4_22
Chrom_50_2_h_E7 3mM head 50_2_h 8_4_22
Chrom_50_2_h_E8 3mM head 50_2_h 8_4_22
Chrom_50_2_h_E9 3mM head 50_2_h 8_4_22
Chrom_50_2_h_F1 3mM head 50_2_h 8_4_22
Chrom_50_2_h_F10 3mM head 50_2_h 8_4_22
Chrom_50_2_h_F11 3mM head 50_2_h 8_4_22
Chrom_50_2_h_F12 3mM head 50_2_h 8_4_22
Chrom_50_2_h_F2 3mM head 50_2_h 8_4_22
Chrom_50_2_h_F3 3mM head 50_2_h 8_4_22
Chrom_50_2_h_F4 3mM head 50_2_h 8_4_22
Chrom_50_2_h_F5 3mM head 50_2_h 8_4_22
Chrom_50_2_h_F6 3mM head 50_2_h 8_4_22
Chrom_50_2_h_F7 3mM head 50_2_h 8_4_22
Chrom_50_2_h_F8 3mM head 50_2_h 8_4_22
Chrom_50_2_h_F9 3mM head 50_2_h 8_4_22
Chrom_50_2_h_G1 3mM head 50_2_h 8_4_22
Chrom_50_2_h_G10 3mM head 50_2_h 8_4_22
Chrom_50_2_h_G11 3mM head 50_2_h 8_4_22
Chrom_50_2_h_G12 3mM head 50_2_h 8_4_22
Chrom_50_2_h_G2 3mM head 50_2_h 8_4_22
Chrom_50_2_h_G3 3mM head 50_2_h 8_4_22
Chrom_50_2_h_G4 3mM head 50_2_h 8_4_22
Chrom_50_2_h_G5 3mM head 50_2_h 8_4_22
Chrom_50_2_h_G6 3mM head 50_2_h 8_4_22
Chrom_50_2_h_G7 3mM head 50_2_h 8_4_22
Chrom_50_2_h_G8 3mM head 50_2_h 8_4_22
Chrom_50_2_h_G9 3mM head 50_2_h 8_4_22
Chrom_50_2_h_H1 3mM head 50_2_h 8_4_22
Chrom_50_2_h_H10 3mM head 50_2_h 8_4_22
Chrom_50_2_h_H11 3mM head 50_2_h 8_4_22
Chrom_50_2_h_H12 3mM head 50_2_h 8_4_22
Chrom_50_2_h_H2 3mM head 50_2_h 8_4_22
Chrom_50_2_h_H3 3mM head 50_2_h 8_4_22
Chrom_50_2_h_H4 3mM head 50_2_h 8_4_22
Chrom_50_2_h_H5 3mM head 50_2_h 8_4_22
Chrom_50_2_h_H6 3mM head 50_2_h 8_4_22
Chrom_50_2_h_H7 3mM head 50_2_h 8_4_22
Chrom_50_2_h_H8 3mM head 50_2_h 8_4_22
Chrom_50_2_h_H9 3mM head 50_2_h 8_4_22
Chrom_50_3_h_A1 3mM head 50_3_h 8_5_22
Chrom_50_3_h_A10 3mM head 50_3_h 8_5_22
Chrom_50_3_h_A11 3mM head 50_3_h 8_5_22
Chrom_50_3_h_A12 3mM head 50_3_h 8_5_22
Chrom_50_3_h_A2 3mM head 50_3_h 8_5_22
Chrom_50_3_h_A3 3mM head 50_3_h 8_5_22
Chrom_50_3_h_A4 3mM head 50_3_h 8_5_22
Chrom_50_3_h_A5 3mM head 50_3_h 8_5_22
Chrom_50_3_h_A6 3mM head 50_3_h 8_5_22
Chrom_50_3_h_A7 3mM head 50_3_h 8_5_22
Chrom_50_3_h_A8 3mM head 50_3_h 8_5_22
Chrom_50_3_h_A9 3mM head 50_3_h 8_5_22
Chrom_50_3_h_B1 3mM head 50_3_h 8_5_22
Chrom_50_3_h_B10 3mM head 50_3_h 8_5_22
Chrom_50_3_h_B11 3mM head 50_3_h 8_5_22
Chrom_50_3_h_B12 3mM head 50_3_h 8_5_22
Chrom_50_3_h_B2 3mM head 50_3_h 8_5_22
Chrom_50_3_h_B3 3mM head 50_3_h 8_5_22
Chrom_50_3_h_B4 3mM head 50_3_h 8_5_22
Chrom_50_3_h_B5 3mM head 50_3_h 8_5_22
Chrom_50_3_h_B6 3mM head 50_3_h 8_5_22
Chrom_50_3_h_B7 3mM head 50_3_h 8_5_22
Chrom_50_3_h_B8 3mM head 50_3_h 8_5_22
Chrom_50_3_h_B9 3mM head 50_3_h 8_5_22
Chrom_50_3_h_C1 3mM head 50_3_h 8_5_22
Chrom_50_3_h_C10 3mM head 50_3_h 8_5_22
Chrom_50_3_h_C11 3mM head 50_3_h 8_5_22
Chrom_50_3_h_C12 3mM head 50_3_h 8_5_22
Chrom_50_3_h_C2 3mM head 50_3_h 8_5_22
Chrom_50_3_h_C3 3mM head 50_3_h 8_5_22
Chrom_50_3_h_C4 3mM head 50_3_h 8_5_22
Chrom_50_3_h_C5 3mM head 50_3_h 8_5_22
Chrom_50_3_h_C6 3mM head 50_3_h 8_5_22
Chrom_50_3_h_C7 3mM head 50_3_h 8_5_22
Chrom_50_3_h_C8 3mM head 50_3_h 8_5_22
Chrom_50_3_h_C9 3mM head 50_3_h 8_5_22
Chrom_50_3_h_D1 3mM head 50_3_h 8_5_22
Chrom_50_3_h_D10 3mM head 50_3_h 8_5_22
Chrom_50_3_h_D11 3mM head 50_3_h 8_5_22
Chrom_50_3_h_D12 3mM head 50_3_h 8_5_22
Chrom_50_3_h_D2 3mM head 50_3_h 8_5_22
Chrom_50_3_h_D3 3mM head 50_3_h 8_5_22
Chrom_50_3_h_D4 3mM head 50_3_h 8_5_22
Chrom_50_3_h_D5 3mM head 50_3_h 8_5_22
Chrom_50_3_h_D6 3mM head 50_3_h 8_5_22
Chrom_50_3_h_D7 3mM head 50_3_h 8_5_22
Chrom_50_3_h_D8 3mM head 50_3_h 8_5_22
Chrom_50_3_h_D9 3mM head 50_3_h 8_5_22
Chrom_50_3_h_E1 3mM head 50_3_h 8_5_22
Chrom_50_3_h_E10 3mM head 50_3_h 8_5_22
Chrom_50_3_h_E11 3mM head 50_3_h 8_5_22
Chrom_50_3_h_E12 3mM head 50_3_h 8_5_22
Chrom_50_3_h_E2 3mM head 50_3_h 8_5_22
Chrom_50_3_h_E3 3mM head 50_3_h 8_5_22
Chrom_50_3_h_E4 3mM head 50_3_h 8_5_22
Chrom_50_3_h_E5 3mM head 50_3_h 8_5_22
Chrom_50_3_h_E6 3mM head 50_3_h 8_5_22
Chrom_50_3_h_E7 3mM head 50_3_h 8_5_22
Chrom_50_3_h_E8 3mM head 50_3_h 8_5_22
Chrom_50_3_h_E9 3mM head 50_3_h 8_5_22
Chrom_50_3_h_F1 3mM head 50_3_h 8_5_22
Chrom_50_3_h_F10 3mM head 50_3_h 8_5_22
Chrom_50_3_h_F11 3mM head 50_3_h 8_5_22
Chrom_50_3_h_F12 3mM head 50_3_h 8_5_22
Chrom_50_3_h_F2 3mM head 50_3_h 8_5_22
Chrom_50_3_h_F3 3mM head 50_3_h 8_5_22
Chrom_50_3_h_F4 3mM head 50_3_h 8_5_22
Chrom_50_3_h_F5 3mM head 50_3_h 8_5_22
Chrom_50_3_h_F6 3mM head 50_3_h 8_5_22
Chrom_50_3_h_F7 3mM head 50_3_h 8_5_22
Chrom_50_3_h_F8 3mM head 50_3_h 8_5_22
Chrom_50_3_h_F9 3mM head 50_3_h 8_5_22
Chrom_50_3_h_G1 3mM head 50_3_h 8_5_22
Chrom_50_3_h_G10 3mM head 50_3_h 8_5_22
Chrom_50_3_h_G11 3mM head 50_3_h 8_5_22
Chrom_50_3_h_G12 3mM head 50_3_h 8_5_22
Chrom_50_3_h_G2 3mM head 50_3_h 8_5_22
Chrom_50_3_h_G3 3mM head 50_3_h 8_5_22
Chrom_50_3_h_G4 3mM head 50_3_h 8_5_22
Chrom_50_3_h_G5 3mM head 50_3_h 8_5_22
Chrom_50_3_h_G6 3mM head 50_3_h 8_5_22
Chrom_50_3_h_G7 3mM head 50_3_h 8_5_22
Chrom_50_3_h_G8 3mM head 50_3_h 8_5_22
Chrom_50_3_h_G9 3mM head 50_3_h 8_5_22
Chrom_50_3_h_H1 3mM head 50_3_h 8_5_22
Chrom_50_3_h_H10 3mM head 50_3_h 8_5_22
Chrom_50_3_h_H11 3mM head 50_3_h 8_5_22
Chrom_50_3_h_H12 3mM head 50_3_h 8_5_22
Chrom_50_3_h_H2 3mM head 50_3_h 8_5_22
Chrom_50_3_h_H3 3mM head 50_3_h 8_5_22
Chrom_50_3_h_H4 3mM head 50_3_h 8_5_22
Chrom_50_3_h_H5 3mM head 50_3_h 8_5_22
Chrom_50_3_h_H6 3mM head 50_3_h 8_5_22
Chrom_50_3_h_H7 3mM head 50_3_h 8_5_22
Chrom_50_3_h_H8 3mM head 50_3_h 8_5_22
Chrom_50_3_h_H9 3mM head 50_3_h 8_5_22
Chrom_50_4_h_A1 3mM head 50_4_h 8_5_22
Chrom_50_4_h_A10 3mM head 50_4_h 8_5_22
Chrom_50_4_h_A11 3mM head 50_4_h 8_5_22
Chrom_50_4_h_A12 3mM head 50_4_h 8_5_22
Chrom_50_4_h_A2 3mM head 50_4_h 8_5_22
Chrom_50_4_h_A3 3mM head 50_4_h 8_5_22
Chrom_50_4_h_A4 3mM head 50_4_h 8_5_22
Chrom_50_4_h_A5 3mM head 50_4_h 8_5_22
Chrom_50_4_h_A6 3mM head 50_4_h 8_5_22
Chrom_50_4_h_A7 3mM head 50_4_h 8_5_22
Chrom_50_4_h_A8 3mM head 50_4_h 8_5_22
Chrom_50_4_h_A9 3mM head 50_4_h 8_5_22
Chrom_50_4_h_B1 3mM head 50_4_h 8_5_22
Chrom_50_4_h_B10 3mM head 50_4_h 8_5_22
Chrom_50_4_h_B11 3mM head 50_4_h 8_5_22
Chrom_50_4_h_B12 3mM head 50_4_h 8_5_22
Chrom_50_4_h_B2 3mM head 50_4_h 8_5_22
Chrom_50_4_h_B3 3mM head 50_4_h 8_5_22
Chrom_50_4_h_B4 3mM head 50_4_h 8_5_22
Chrom_50_4_h_B5 3mM head 50_4_h 8_5_22
Chrom_50_4_h_B6 3mM head 50_4_h 8_5_22
Chrom_50_4_h_B7 3mM head 50_4_h 8_5_22
Chrom_50_4_h_B8 3mM head 50_4_h 8_5_22
Chrom_50_4_h_B9 3mM head 50_4_h 8_5_22
Chrom_50_4_h_C1 3mM head 50_4_h 8_5_22
Chrom_50_4_h_C10 3mM head 50_4_h 8_5_22
Chrom_50_4_h_C11 3mM head 50_4_h 8_5_22
Chrom_50_4_h_C12 3mM head 50_4_h 8_5_22
Chrom_50_4_h_C2 3mM head 50_4_h 8_5_22
Chrom_50_4_h_C3 3mM head 50_4_h 8_5_22
Chrom_50_4_h_C4 3mM head 50_4_h 8_5_22
Chrom_50_4_h_C5 3mM head 50_4_h 8_5_22
Chrom_50_4_h_C6 3mM head 50_4_h 8_5_22
Chrom_50_4_h_C7 3mM head 50_4_h 8_5_22
Chrom_50_4_h_C8 3mM head 50_4_h 8_5_22
Chrom_50_4_h_C9 3mM head 50_4_h 8_5_22
Chrom_50_4_h_D1 3mM head 50_4_h 8_5_22
Chrom_50_4_h_D10 3mM head 50_4_h 8_5_22
Chrom_50_4_h_D11 3mM head 50_4_h 8_5_22
Chrom_50_4_h_D12 3mM head 50_4_h 8_5_22
Chrom_50_4_h_D2 3mM head 50_4_h 8_5_22
Chrom_50_4_h_D3 3mM head 50_4_h 8_5_22
Chrom_50_4_h_D4 3mM head 50_4_h 8_5_22
Chrom_50_4_h_D5 3mM head 50_4_h 8_5_22
Chrom_50_4_h_D6 3mM head 50_4_h 8_5_22
Chrom_50_4_h_D7 3mM head 50_4_h 8_5_22
Chrom_50_4_h_D8 3mM head 50_4_h 8_5_22
Chrom_50_4_h_D9 3mM head 50_4_h 8_5_22
Chrom_50_4_h_E1 3mM head 50_4_h 8_5_22
Chrom_50_4_h_E10 3mM head 50_4_h 8_5_22
Chrom_50_4_h_E11 3mM head 50_4_h 8_5_22
Chrom_50_4_h_E12 3mM head 50_4_h 8_5_22
Chrom_50_4_h_E2 3mM head 50_4_h 8_5_22
Chrom_50_4_h_E3 3mM head 50_4_h 8_5_22
Chrom_50_4_h_E4 3mM head 50_4_h 8_5_22
Chrom_50_4_h_E5 3mM head 50_4_h 8_5_22
Chrom_50_4_h_E6 3mM head 50_4_h 8_5_22
Chrom_50_4_h_E7 3mM head 50_4_h 8_5_22
Chrom_50_4_h_E8 3mM head 50_4_h 8_5_22
Chrom_50_4_h_E9 3mM head 50_4_h 8_5_22
Chrom_50_4_h_F1 3mM head 50_4_h 8_5_22
Chrom_50_4_h_F10 3mM head 50_4_h 8_5_22
Chrom_50_4_h_F11 3mM head 50_4_h 8_5_22
Chrom_50_4_h_F12 3mM head 50_4_h 8_5_22
Chrom_50_4_h_F2 3mM head 50_4_h 8_5_22
Chrom_50_4_h_F3 3mM head 50_4_h 8_5_22
Chrom_50_4_h_F4 3mM head 50_4_h 8_5_22
Chrom_50_4_h_F5 3mM head 50_4_h 8_5_22
Chrom_50_4_h_F6 3mM head 50_4_h 8_5_22
Chrom_50_4_h_F7 3mM head 50_4_h 8_5_22
Chrom_50_4_h_F8 3mM head 50_4_h 8_5_22
Chrom_50_4_h_F9 3mM head 50_4_h 8_5_22
Chrom_50_4_h_G1 3mM head 50_4_h 8_5_22
Chrom_50_4_h_G10 3mM head 50_4_h 8_5_22
Chrom_50_4_h_G11 3mM head 50_4_h 8_5_22
Chrom_50_4_h_G12 3mM head 50_4_h 8_5_22
Chrom_50_4_h_G2 3mM head 50_4_h 8_5_22
Chrom_50_4_h_G3 3mM head 50_4_h 8_5_22
Chrom_50_4_h_G4 3mM head 50_4_h 8_5_22
Chrom_50_4_h_G5 3mM head 50_4_h 8_5_22
Chrom_50_4_h_G6 3mM head 50_4_h 8_5_22
Chrom_50_4_h_G7 3mM head 50_4_h 8_5_22
Chrom_50_4_h_G8 3mM head 50_4_h 8_5_22
Chrom_50_4_h_G9 3mM head 50_4_h 8_5_22
Chrom_50_4_h_H1 3mM head 50_4_h 8_5_22
Chrom_50_4_h_H10 3mM head 50_4_h 8_5_22
Chrom_50_4_h_H11 3mM head 50_4_h 8_5_22
Chrom_50_4_h_H12 3mM head 50_4_h 8_5_22
Chrom_50_4_h_H2 3mM head 50_4_h 8_5_22
Chrom_50_4_h_H3 3mM head 50_4_h 8_5_22
Chrom_50_4_h_H4 3mM head 50_4_h 8_5_22
Chrom_50_4_h_H5 3mM head 50_4_h 8_5_22
Chrom_50_4_h_H6 3mM head 50_4_h 8_5_22
Chrom_50_4_h_H7 3mM head 50_4_h 8_5_22
Chrom_50_4_h_H8 3mM head 50_4_h 8_5_22
Chrom_50_4_h_H9 3mM head 50_4_h 8_5_22
